,Text
1454,Pin sd đươc bao nhiu tiếng vậy bn
1455,"Trải nghiệm ko tuyệt lắm!!! Máy ms mua về 2 tuần mà pk gặp nhiều vấn đề:))) Mất âm thanh, rê chuột ko chạy nx ấy:)) Hơi thất vọng!"
1456,Các bạn nhân viên rất nhiệt tình hỗ trợ!
1458,"Màn hình bị chói khi làm việc ở ngoài trời. Đôi khi hay bị đơ khi vừa quét virus, vừa lên mạng đọc báo. Sản phẩm quá gây thất vọng."
1460,"Dùng tốt
Rất hài lòng"
1461,"Thỉnh thoảng bị treo máy khoảng 10->15 giây,chuột di chuyển chậm chậm.Để sử dụng một thời gian rồi mới biết được như thế nào."
1463,"Nhân viên tư vấn, phục vụ chu đáo, sản phầm dùng tốt"
1464,"Sau khi mới mua và xài được thời gian ngắn thì máy ổn định, mẫu mã thiết kế đẹp,"
1465,"Giá oke mà máy hư lỗi liên tục, mình đi công tác có công việc gấp mà chạy liên tục đi sửa máy"
1466,"Dạ em chào anh. Cảm ơn anh đã góp ý ạ, bên em luôn lắng nghe những ý kiến của khách hàng để hoàn thiện sản phẩm tốt nhất. Chúc anh có những trải nghiệm tốt nhất tại TGDD nhé! "
1467,San phẩm ok
1468,Sản phẩm sử dụng rất tốt
1470,"cho em hỏi là em muốn lắp thêm 1 thanh ram 8gb nữa thì khoảng bao nhiêu tiền vậy ạ? chi nhánh pleiku, gia lai ạ."
1471,Tốt màu đẹp
1472,"Sản phẩm cấu hình tốt.
Pin sử dụng mau hết so với nghiên cứu."
1476,"Thiết kế đẹp mắt, gọn gàng tiện mang theo, bắt wifi lúc tốt lúc thì tự dưng bị mất không hiểu lắm. Dùng khá ok nha, giá vừa phải phù hợp cho sinh viên"
1477,"Mình rất thích thương hiệu này, vừa đẹp lại vừa tốt"
1478,Sử dụng máy chạy rất tốt và mở máy rất nhanh.
1479,"Thất vọng rồi. Máy không tốt như mong đợi, bị lỗi rồi.
Chế độ đổi trả trong vòng 30 ngày, đến ngày 34 máy không ổn, mang lên ĐMX thì bảo hết chế độ đổi trả, chỉ còn bảo hành hãng!
Chờ bảo hành hãnh thì khổ làm việc cơ quan gì luôn!"
1481,Máy tốt! Dịch vụ chăm sóc khách hàng tốt .
1482,Mua mà bị lỗi win điện máy xanh không hề hỗ trợ. Nhân viên kỹ thuật giải thích cho có với khách hàng. Laptop mua gần 20tr mà không bằng lap cũ đang dùng. Rất không hà lòng
1483,"Máy nhẹ, dùng ổn"
1484,Cho e hỏi ở Hải phòng còn k ạ
1485,"Tôi mua sản phẩm tới ngày thứ 3 thì phải ra đổi trả lại máy mới. Lần 1 thì máy tắt nguồn ra sữa được 
                Lần 2 thì đổi máy mới luôn!"
1486,Pin rất mau hết. Giá như vầy quá cao! Em muốn đổi sang dòng khác TGDD hộ trợ em ra sao? Vừa mới mua hôm qua.
1487,"Sản phẩm dùng mượt, pin tốt"
1488,"Mình xin kể về cuộc hành trình mua và bảo hành chiếc laptop này. Ngày 19/10 mình cùng với mẹ lên trực tiếp ĐMX để tiến hành trả góp lap nhưng bị vướng thủ tục gì đó nên không thể trả góp, 2 mẹ con lặn lội trong trời mưa cả đi cả về. Ngày 20/10 mình lướt web TGDĐ thấy chiếc lap này đặt mua online giá sốc nên đã quyết định đặt trên mạng rồi thanh toán chuyển khoản nhận máy luôn. Khi đến nhận máy tại ĐMX nhân viên đã lấy máy trưng bày (không hoạt động liên tục) để đưa cho mình, ok mình không quan tâm lắm miễn sao dùng ổn là được, nhân viên cho mình kiểm tra sơ qua thì đúng là không dấu hiệu lạ gì. Nhưng khi về đến nhà mình kiểm tra kĩ thì có 1 vết va chạm cạnh trái nhỏ, mình xin khẳng định là trên đường đi về nhà không có bất cứ va chạm nào đối với cái lap này, mình cũng ok bỏ qua. Sáng hôm sau có tổng đài của TGDĐ gọi đến để khảo sát chất lượng phục vụ, mình thấy không ưng lắm khi được nhận máy trưng bày nên đã đánh giá chất lượng phục vụ bình thường. Quãng thời gian sau mình dùng máy rất mượt mà, loa hay, bàn phím gõ tốt không vấn đề gì chỉ là thấy xuất hiện những vết sáng ở màn hình, ban đầu tưởng do bụi bẩn nên không có để ý mấy. Mình dùng máy nâng như nâng trứng hứng như hứng hoa, cho vào cặp chống sốc của Asus được tặng kèm, không cho ai chạm vào laptop. Cho đến tận ngày 8/11 lúc tối mình vào app PS nền tối mới phát hiện ra những cái vệt đốm sáng trên màn hình. Ngày 9/11 lúc 15h mình có lên hỏi bảo hành sản phẩm trình bày lỗi màn, nhân viên đã đồng ý 18h cùng ngày sẽ chuẩn bị laptop khác đổi mới cho mình. Tối mình lên nhân viên làm thủ tục đổi trả các thứ rồi kêu sản phẩm của mình thuộc online giá rẻ nên chỉ có thể bảo hành 1 đổi 1 trong 15 ngày đầu, những sản phẩm mua thường sẽ được đổi mới trong 30 ngày đầu, trường hợp của mình đã là 20 ngày nên không thể đổi mới được (Nhân viên bán hàng lúc mình mua không hề nhắc đến vấn đề này luôn? Chỉ thấy nói bảo hành máy 2 năm, sạc 6 tháng). Sau đó nhân viên kĩ thuật đã làm thủ tục gửi máy mình lên hãng để kiểm tra và hứa hẹn chậm nhất là 2 tuần. Các bạn kĩ thuật cũng rất nhiệt tình nhưng mình thấy khá cồng kềnh trong việc bảo hành đợt này, hẹn đến đổi máy mới xong lại không được đổi rồi tiếp tục gửi lên TTBH hãng mất tới mấy ngày liên tiếp không có máy để dùng. Lí do mình mua chiếc lap này tại TGDĐ là vì mình tin tưởng cửa hàng này bán những sản phẩm ít lỗi kĩ thuật nhất, mình mua từ trước tới giờ rất nhiều đồ của shop nhưng chưa bao giờ có lỗi phải mang bảo hành, nhân viên nhiệt tình phục vụ. Nếu chọn giá mềm mình sẽ ghé qua CellphoneS để mua hơn TGDĐ. Chiếc lap này là một ngoại lệ đầu tiên mình phải mang bảo hành và cũng là lần đầu tiên thấy khó khăn trong việc bảo hành nhất mình gặp. Nếu hãng Asus xác nhận lỗi này do phía mình gây ra mình sẽ chấp nhận là lỗi do mình và không tranh chấp gì thêm. Cảm ơn TGDĐ ĐMX đã phục vụ tận tình trong thời gian qua chiếc lap này sẽ là sản phẩm cuối cùng mình mua bên shop."
1490,Nhân viên phục vụ rất tốt
1491,Chào anh. Dạ không biết mình đang cần hỗ trợ gì ạ. Mong sơm nhận được phản hồi từ anh.
1493,Mới mua đc 1 tuần đã như này rồi. K hiểu nổi luôn ấy :((
1494,Nhanh hết pin cực
1495,Anh tư vấn rất thân thiện mấy anh chị cũng dễ thương nữa
1500,Nhân viên nhiệt tình
1501,"Sp tot, mẫu đẹp"
1502,"Đồng cảm với bạn vì mình cũng có 1 trải nghiệm với chiếc máy này giống với bạn đến 70%. Và việc bảo hành mình thấy không hề có hiệu quả, chỉ thêm mất thời gian và rước thêm lỗi cho máy!!!"
1503,Hàng rất tốt
1504,"Tôi tên là *THƯƠNG*, không phải /thuật/"
1505,"Săn phẩm đẹp, nhẹ nhàng, nhanh, khoẻ"
1508,"Chọn mua laptop ở Điện Máy Xanh vì đây là một shop lớn và mình cảm thấy tin tưởng hơn những shop khác dù giá có nhỉnh hơn. Nhưng trải nghiệm mua hàng cũng như bảo hành đối với mình khá tệ. Mình đã từng nhìn thấy những comment tiêu cực về máy nhưng mình nghĩ đó chỉ là thiếu só hoặc ai đó cố tình ác ý nên vẫn mua. Mình mua hàng vào ngày 20/11 vì có đợt giảm giá, nhân viên không lấy máy trong hộp mà lấy cho mình chiếc máy đang được trưng bày(máy chưa được bật). Nhận máy về mình có thấy vết băng keo do đính hoa trưng bày của shop trên màn hình nhưng lau được nên mình cũng chấp nhận, miễn sao máy dùng tốt. Dùng máy được 2 tuần mình phát hiện có 1 điểm chết trên màn hình, đồng thời máy dùng chưa được mượt dù mình chỉ lướt Web và dùng Word. Mình đem máy đến bảo hành thì nhân viên khuyên đây là lỗi nhỏ nên dùng tiếp không ảnh hưởng gì đâu, còn lỗi lag máy họ sẽ check cho. Nhưng mình vẫn muốn gửi hãng thẩm định. Vài ngày sau hãng gọi điện phản hồi với mình theo quy định chết 3 điểm ảnh mới được đổi máy và họ cũng không sửa được cho mình. Còn về lỗi lag máy thì họ nói sẽ kiểm tra thêm. Khi nhận được máy thì máy mình còn đơ hơn. Nhân viên bảo hành của hãng Asus chạy lại máy mình trắng trơn, tài khoản Microsoft không đăng nhập được, lỗi không vào được cài đặt và còn chiều lỗi nữa. Mình 1 lần nữa phải đem lên bảo hành shop. Vì nhân viên shop chưa tìm được cách fix nên rất nhiều lần khuyên mình ""dùng tạm"" mà không có tài khoản Microsoft. Mình không chịu và gửi máy lại shop để sửa mất hơn 2 ngày nữa mới xong. Sau khi nhận máy mình phát hiện bản Win của mình không dùng được 2 ngôn ngữ nữa mà chỉ dùng được 1 ngôn ngữ tiếng Anh. Nhưng mình lo ngại việc bảo hành sẽ mất thêm thời gian  và chưa chắc đã sửa được nên cũng đem không đem lên shop nữa. Dù khi mua hàng nhân viên shop rất nhiệt tình nhưng có lẽ sản phẩm kế tiếp mình sẽ lựa chọn một nơi khác."
1509,"Sản phẩm rất tốt ,dùng ok ,gọn nhẹ ,mang đi hok thoải mái 😍
Sẽ gt sp cho bn bè người thân tin dùng 🤩"
1510,Sản phẩm chạy mượt.âm thanh nghe ấm và rõ.hình ảnh sắc nét.nhân viên tư vấn nhiệt tình.
1512,Cách phục vụ và hàng xài cũng oke
1513,Tôi thấy mua hàng ở điện máy xanh tôi thấy chất lượng cao và nhân viên các bạn ở đó tư vấn rất nhiệt tình và chu đáo
1514,Laptop cấu hình ổn đủ để làm việc cơ bản
1529,"Máy dùng mượt, giá rẻ hơn mong đợi vì mua đúng đợt giảm giá. Mới dùng chưa thấy lỗi gì hy vọng dùng ok"
1530,Máy sài rất tốt . nên mua nha mn
1532,Sản phẩm này rất phù với sinh viên hiện nay hiệu năng quá tốt số với giá thành
1533,Nhân viên rất tốt
1534,"Máy có mặt lưng kim loại đẹp và chắc chắn, logo ROG nổi bật, thiết kế máy tinh tế, lớp phủ bên trong máy mịn và không bám vân tay, touchpad to và phủ gương cho cảm giác tốt hơn, bàn phím leb rgb khá đẹp và phản hồi tốt, AURA sync. Tản nhiệt rất tốt và đặc biệt hơn bản cũ là có thêm 2 khe tản 2 bên làm việc thoát khí được tối ưu hơn, cấu hình mạnh đủ đáp ứng chơi game và làm việc đồ hoạ, render và các tác vụ cơ bản. Phần mềm armoury Crate giúp quản lý máy tốt hơn, viền mỏng tăng tỉ lệ hiển thì nhưng chưa có webcam nhưng vẫn có thể kết nối với điện thoại để làm cam thay thế được.
Tổng kết lại: máy đẹp, hầm hố, cấu hình mạnh, build chắc chắn, đáng mua!"
1535,Sản phẩm tốt phục vụ nhiệt tình
1536,Máy hết pin nhanh ạ
1540,=)) đòi hỏi gì ở 1 con máy sở hữu card 1650 và r5 ? chưa kể ông phải lắp thêm 16gb mà là loại ram ddr4 cũ chưa kể vì là dòng rog nên hiệu năng nó ăn cực cao tiền nào của đấy thôi ko hít l thơm đc đâu
1541,"Laptop gaming quốc dân, đứng đầu trong danh sách những lựa chọn tối ưu nhất khi chơi game của các game thủ. Cấu hình, hiệu năng, chất lượng build đều rất oke, quá ngon trong tầm giá."
1543,Máy mua 3 tháng mà giờ mới viết đánh giá. Màn hình chả biết sao nó bong ra mà mình dùng bảo quản rất kĩ. Máy thì vài ngày là đơ 1 lần ko dùng đc phải khởi động lại trong khi chỉ dùng vài tác vụ cơ bản. Đang soạn bài dở thì đơ ngang mất bao công sức.
1544,"sản phẩm tốt, nhân viên hỗ trợ tư vấn nhiệt tình cảm thấy rất ưng ý, mình sẽ giới thiệu cho bạn bè và người thân"
1545,"Tốt, cực đã, cực hài lòng :33"
1546,"sau 3 tháng test máy thì mình viết đánh giá từ khách mua thế này: 1 máy hơi yếu so vs phân khúc, ( cái này win 11 nó chiếm nhiều quá) nên ko khai thác hết công xuất máy dc,. 2 máy chạy êm nếu bạn chơi game nhe, nhẹ thì ổn thôi chứ game mạnh thì máy khá nóng,.... 3 điểm trừ chí mạng nếu như các bạn là dân game, pin ko chơi quá 2h thường thì 1h 30' đến 1h 40' là toang, nếu các bạn muốn mua thì máy cũng ổn vì điên năng tiêu thụ cực ít, mình đang treo 24/7 mỗi tháng tiêu khoảng 30 đến 50 kw điện"
1550,Tôi thấy là tốt
1555,Máy hoạt động rất tốt ạ
1556,Lỗi hết màn hình cho đến âm thanh
1558,"Máy tính không cài đặt được phần mềm mà các máy khác có thể cài vậy mà nhân viên bán hàng không chịu khẳng định là do lỗi nhà sản xuất nên không chịu đổi máy mới. Lúc bán hàng ăn nói ngọt xớt, mua xong rồi nói chuyện vô trách nhiệm."
1559,"Cho mình hỏi, ổ cứng 512gb mà sao ổ C bộ nhớ chỉ có 200gb vậy ạ??"
1560,"Sản phẩm tốt, nhưng mua cái laptop 20 củ mà cái balo hàng tặng dường như chỉ có 50k hoặc chưa tới, nhiều chỗ khác tặng đúng balo asus rog strix nhưng bên này tặng balo như kiểu văn phòng và mình k đồng ý về việc này. Hy vọng góp ý này giúp MWG phát triển hơn"
1561,Nhiều lúc bị đứng ứng dụng
1562,Cho mình hỏi pin con này dùng cơ bản ko gaming thì đc mấy tiếng vậy
1563,Rất tốt. Nhân viên phục vụ nhiệt tình. Máy sài không vấn đề gì
1566,Hơi lag với đơ màn hình
1567,mới mua thấy rất ổn
1571,"Máy hoạt động ổn định, chạy êm, không giật lag"
1572,"Bạn ơi, làm sao để dùng điện thoại làm cam thay thế vậy"
1574,Máy lỗi loa không hoạt động
1578,"Chào anh/chị. Dạ hiện em chưa rõ thông tin anh/chị đang cần hỗ trợ, anh/chị cung cấp lại thông tin giúp em để bên em tư vấn hỗ trợ anh/chị được tốt hơn nhé. Mong nhận được phản hồi từ anh/chị."
1579,"chào chị, dạ em xin lỗi do sự bất tiện này ạ cho em xin số điện thoại liên hệ để hỗ trợ chị nha!Mong phản hồi từ chị "
1581,K co wedcam thi Kết nối voi dt bằng cách nạo v b. Chỉ mình voi ạ
